city,date,temp,humidity,wind,target
Mumbai,2024-10-21,34.1,47,14.1,32.9
Mumbai,2024-10-22,39.4,67,14.8,42.4
Mumbai,2024-10-23,26.3,75,14.8,26.5
Mumbai,2024-10-24,40.8,82,10.2,39.8
Mumbai,2024-10-25,16.8,76,9.3,17.4
Mumbai,2024-10-26,44.3,49,4.6,41.9
Mumbai,2024-10-27,44.2,58,10.8,42.9
Mumbai,2024-10-28,29.8,77,4.5,32.7
Mumbai,2024-10-29,17.2,87,13.4,20.1
Mumbai,2024-10-30,43.7,42,12.8,45.0
Mumbai,2024-10-31,44.1,82,11.9,45.0
Mumbai,2024-11-01,28.3,61,7.9,30.8
Mumbai,2024-11-02,37.3,50,12.2,39.8
Mumbai,2024-11-03,21.8,45,7.9,23.0
Mumbai,2024-11-04,32.9,79,7.9,30.8
Mumbai,2024-11-05,15.7,42,14.1,16.2
Mumbai,2024-11-06,44.8,43,14.0,45.0
Mumbai,2024-11-07,20.9,76,13.3,20.5
Mumbai,2024-11-08,33.7,34,13.3,34.7
Mumbai,2024-11-09,25.5,66,14.8,24.9
Mumbai,2024-11-10,15.8,42,13.9,15.0
Mumbai,2024-11-11,26.6,39,2.4,29.3
Mumbai,2024-11-12,42.1,61,4.9,42.7
Mumbai,2024-11-13,35.6,49,3.2,35.3
Mumbai,2024-11-14,31.3,45,9.3,31.6
Mumbai,2024-11-15,31.2,55,14.5,31.0
Mumbai,2024-11-16,32.3,45,4.8,31.1
Mumbai,2024-11-17,31.4,72,10.7,30.6
Mumbai,2024-11-18,30.4,78,6.3,30.7
Mumbai,2024-11-19,33.4,34,9.2,34.0
Mumbai,2024-11-20,32.1,82,9.3,34.2
Mumbai,2024-11-21,33.8,44,11.6,36.6
Mumbai,2024-11-22,31.1,64,8.1,29.5
Mumbai,2024-11-23,40.4,75,14.2,41.7
Mumbai,2024-11-24,32.9,52,5.8,35.6
Mumbai,2024-11-25,18.6,32,11.9,18.0
Mumbai,2024-11-26,37.4,60,7.7,35.7
Mumbai,2024-11-27,42.8,52,3.2,42.7
Mumbai,2024-11-28,21.8,43,11.0,19.4
Mumbai,2024-11-29,30.8,49,6.3,30.6
Mumbai,2024-11-30,33.4,38,13.5,31.3
Mumbai,2024-12-01,44.6,81,7.7,45.0
Mumbai,2024-12-02,43.2,63,10.0,45.0
Mumbai,2024-12-03,24.1,72,3.7,21.4
Mumbai,2024-12-04,16.3,90,4.7,16.5
Mumbai,2024-12-05,41.6,33,5.2,39.6
Mumbai,2024-12-06,41.5,69,12.3,43.5
Mumbai,2024-12-07,28.6,64,10.3,27.7
Mumbai,2024-12-08,30.6,71,7.5,32.0
